KO_ID	KO_name	KO_def	module_IDs	module_defs	pathway_IDs	pathway_defs
K00419	QCR9, UCRC	ubiquinol-cytochrome c reductase subunit 9	M00152	Cytochrome bc1 complex	map00190; map01100; map04260; map04714; map04932; map05010; map05012; map05014; map05016; map05020; map05022; map05208; map05415	Oxidative phosphorylation; Metabolic pathways; Cardiac muscle contraction; Thermogenesis; Non-alcoholic fatty liver disease; Alzheimer disease; Parkinson disease; Amyotrophic lateral sclerosis; Huntington disease; Prion disease; Pathways of neurodegeneration - multiple diseases; Chemical carcinogenesis - reactive oxygen species; Diabetic cardiomyopathy
K00424	cydX	cytochrome bd-I ubiquinol oxidase subunit X	M00153	Cytochrome bd ubiquinol oxidase	map00190; map02020	Oxidative phosphorylation; Two-component system
K00425	cydA	cytochrome bd ubiquinol oxidase subunit I	M00153	Cytochrome bd ubiquinol oxidase	map00190; map02020	Oxidative phosphorylation; Two-component system
K00426	cydB	cytochrome bd ubiquinol oxidase subunit II	M00153	Cytochrome bd ubiquinol oxidase	map00190; map02020	Oxidative phosphorylation; Two-component system
K00428	E1.11.1.5	cytochrome c peroxidase				
K00432	gpx, btuE, bsaA	glutathione peroxidase			map00480; map00590; map01100; map04918; map05014; map05016; map05022	Glutathione metabolism; Arachidonic acid metabolism; Metabolic pathways; Thyroid hormone synthesis; Amyotrophic lateral sclerosis; Huntington disease; Pathways of neurodegeneration - multiple diseases
K00433	cpo	non-heme chloroperoxidase				
K00434	E1.11.1.11	L-ascorbate peroxidase			map00053; map00480; map01100	Ascorbate and aldarate metabolism; Glutathione metabolism; Metabolic pathways
K00435	hemQ	hydrogen peroxide-dependent heme synthase	M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	map00860; map01100; map01110; map01240	Porphyrin and chlorophyll metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of cofactors
K00436	hoxH	NAD-reducing hydrogenase large subunit				
K00437	hydB	[NiFe] hydrogenase large subunit				
K00441	frhB	coenzyme F420 hydrogenase subunit beta			map00680; map01100; map01120	Methane metabolism; Metabolic pathways; Microbial metabolism in diverse environments
K00442	frhD	coenzyme F420 hydrogenase subunit delta			map00680; map01100; map01120	Methane metabolism; Metabolic pathways; Microbial metabolism in diverse environments
K00446	dmpB, xylE	catechol 2,3-dioxygenase	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	map00361; map00362; map00622; map00643; map01100; map01120; map01220	Chlorocyclohexane and chlorobenzene degradation; Benzoate degradation; Xylene degradation; Styrene degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
K00448	pcaG	protocatechuate 3,4-dioxygenase, alpha subunit			map00362; map00624; map01100; map01120; map01220	Benzoate degradation; Polycyclic aromatic hydrocarbon degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
K00449	pcaH	protocatechuate 3,4-dioxygenase, beta subunit			map00362; map00624; map01100; map01120; map01220	Benzoate degradation; Polycyclic aromatic hydrocarbon degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
K00450	E1.13.11.4	gentisate 1,2-dioxygenase			map00350; map01100; map01120	Tyrosine metabolism; Metabolic pathways; Microbial metabolism in diverse environments
K00451	HGD, hmgA	homogentisate 1,2-dioxygenase	M00044	Tyrosine degradation, tyrosine => homogentisate	map00350; map00643; map01100; map01120	Tyrosine metabolism; Styrene degradation; Metabolic pathways; Microbial metabolism in diverse environments
K00452	HAAO	3-hydroxyanthranilate 3,4-dioxygenase	M00038; M00912	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate; NAD biosynthesis, tryptophan => quinolinate => NAD	map00380; map01100; map01240	Tryptophan metabolism; Metabolic pathways; Biosynthesis of cofactors
K00453	TDO2, kynA	tryptophan 2,3-dioxygenase	M00038; M00912	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate; NAD biosynthesis, tryptophan => quinolinate => NAD	map00380; map01100; map01240	Tryptophan metabolism; Metabolic pathways; Biosynthesis of cofactors
K00455	hpaD, hpcB	3,4-dihydroxyphenylacetate 2,3-dioxygenase	M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	map00350; map01100; map01120; map01220	Tyrosine metabolism; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
K00456	CDO1	cysteine dioxygenase			map00270; map00430; map01100	Cysteine and methionine metabolism; Taurine and hypotaurine metabolism; Metabolic pathways
K00457	HPD, hppD	4-hydroxyphenylpyruvate dioxygenase	M00044	Tyrosine degradation, tyrosine => homogentisate	map00130; map00350; map00360; map01100; map01240	Ubiquinone and other terpenoid-quinone biosynthesis; Tyrosine metabolism; Phenylalanine metabolism; Metabolic pathways; Biosynthesis of cofactors
K00459	ncd2, npd	nitronate monooxygenase			map00910; map01100	Nitrogen metabolism; Metabolic pathways
K00463	IDO, INDO	indoleamine 2,3-dioxygenase	M00038; M00912	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate; NAD biosynthesis, tryptophan => quinolinate => NAD	map00380; map01100; map01240; map05143	Tryptophan metabolism; Metabolic pathways; Biosynthesis of cofactors; African trypanosomiasis
K00464	diox1	all-trans-8'-apo-beta-carotenal 15,15'-oxygenase				
K00465	CCD1	carotenoid 9,10(9',10')-cleavage dioxygenase 1				
K00467	E1.13.12.4	lactate 2-monooxygenase			map00620; map01100	Pyruvate metabolism; Metabolic pathways
K00469	MIOX	inositol oxygenase			map00053; map00562; map01100	Ascorbate and aldarate metabolism; Inositol phosphate metabolism; Metabolic pathways
K00471	BBOX1	gamma-butyrobetaine dioxygenase			map00310; map01100	Lysine degradation; Metabolic pathways
K00472	P4HA	prolyl 4-hydroxylase			map00330; map01100	Arginine and proline metabolism; Metabolic pathways
K00474	TMLHE	trimethyllysine dioxygenase			map00310; map01100	Lysine degradation; Metabolic pathways
K00476	ASPH	aspartate beta-hydroxylase			map04020; map04260	Calcium signaling pathway; Cardiac muscle contraction
K00477	PHYH	phytanoyl-CoA hydroxylase			map04146	Peroxisome
K00479	gbcA	glycine betaine catabolism A				
K00480	E1.14.13.1	salicylate hydroxylase			map00621; map00624; map00626; map01100; map01120; map01220	Dioxin degradation; Polycyclic aromatic hydrocarbon degradation; Naphthalene degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
K00481	pobA	p-hydroxybenzoate 3-monooxygenase			map00362; map01100; map01120; map01220	Benzoate degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
K00483	hpaB	4-hydroxyphenylacetate 3-monooxygenase			map00350; map01100; map01120; map01220	Tyrosine metabolism; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
K00485	FMO	dimethylaniline monooxygenase (N-oxide forming)			map00982	Drug metabolism - cytochrome P450
K00486	KMO	kynurenine 3-monooxygenase	M00038; M00912	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate; NAD biosynthesis, tryptophan => quinolinate => NAD	map00380; map01100; map01240	Tryptophan metabolism; Metabolic pathways; Biosynthesis of cofactors
K00491	nos	nitric-oxide synthase, bacterial			map00220; map00330; map01100; map01110	Arginine biosynthesis; Arginine and proline metabolism; Metabolic pathways; Biosynthesis of secondary metabolites
K00492	tmuM	1,3,7-trimethyluric acid 5-monooxygenase			map00232; map01120	Caffeine metabolism; Microbial metabolism in diverse environments
K00496	alkB1_2, alkM	alkane 1-monooxygenase			map00071; map00930	Fatty acid degradation; Caprolactam degradation
K00499	CMO	choline monooxygenase	M00555	Betaine biosynthesis, choline => betaine	map00260; map01100	Glycine, serine and threonine metabolism; Metabolic pathways
K00500	phhA, PAH	phenylalanine-4-hydroxylase			map00360; map00400; map00790; map01100; map01230	Phenylalanine metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis; Folate biosynthesis; Metabolic pathways; Biosynthesis of amino acids
K00505	TYR	tyrosinase	M00042	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline	map00350; map00950; map00965; map01100; map01110; map04916	Tyrosine metabolism; Isoquinoline alkaloid biosynthesis; Betalain biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Melanogenesis
K00507	SCD, desC	stearoyl-CoA desaturase (Delta-9 desaturase)			map01040; map01100; map01212; map03320; map04152; map04212	Biosynthesis of unsaturated fatty acids; Metabolic pathways; Fatty acid metabolism; PPAR signaling pathway; AMPK signaling pathway; Longevity regulating pathway - worm
K00508	E1.14.19.3	linoleoyl-CoA desaturase			map00591; map01100	Linoleic acid metabolism; Metabolic pathways
K00511	SQLE, ERG1	squalene monooxygenase			map00100; map00909; map01100; map01110	Steroid biosynthesis; Sesquiterpenoid and triterpenoid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
K00514	ZDS, crtQ	zeta-carotene desaturase	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene	map00906; map01100; map01110	Carotenoid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
K00518	sodN	nickel superoxide dismutase				
K00520	merA	mercuric reductase				
K00522	FTH1	ferritin heavy chain			map04216; map04217; map04978	Ferroptosis; Necroptosis; Mineral absorption
K00523	ascD, ddhD, rfbI	CDP-4-dehydro-6-deoxyglucose reductase, E3			map00520; map00541; map01100	Amino sugar and nucleotide sugar metabolism; O-Antigen nucleotide sugar biosynthesis; Metabolic pathways
K00524	nrdJ	ribonucleotide reductase, class II			map00230; map00240; map01100	Purine metabolism; Pyrimidine metabolism; Metabolic pathways
K00525	E1.17.4.1A, nrdA, nrdE	ribonucleoside-diphosphate reductase alpha chain	M00053; M00938	Pyrimidine deoxyribonuleotide biosynthesis, CDP => dCTP; Pyrimidine deoxyribonuleotide biosynthesis, UDP => dTTP	map00230; map00240; map01100	Purine metabolism; Pyrimidine metabolism; Metabolic pathways
K00526	E1.17.4.1B, nrdB, nrdF	ribonucleoside-diphosphate reductase beta chain	M00053; M00938	Pyrimidine deoxyribonuleotide biosynthesis, CDP => dCTP; Pyrimidine deoxyribonuleotide biosynthesis, UDP => dTTP	map00230; map00240; map01100	Purine metabolism; Pyrimidine metabolism; Metabolic pathways
K00527	rtpR	ribonucleoside-triphosphate reductase (thioredoxin)			map00230; map00240; map01100	Purine metabolism; Pyrimidine metabolism; Metabolic pathways
K00528	fpr	ferredoxin/flavodoxin---NADP+ reductase				
K00529	hcaD	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component	M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	map00071; map00360; map01100; map01120; map01220	Fatty acid degradation; Phenylalanine metabolism; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
K00533	E1.12.7.2L	ferredoxin hydrogenase large subunit				
K00534	E1.12.7.2S	ferredoxin hydrogenase small subunit				
K00537	arsC	arsenate reductase (glutaredoxin)				
K00540	fqr	F420H(2)-dependent quinone reductase				
K00542	GAMT	guanidinoacetate N-methyltransferase	M00047	Creatine pathway	map00260; map00330; map01100	Glycine, serine and threonine metabolism; Arginine and proline metabolism; Metabolic pathways
K00544	BHMT	betaine-homocysteine S-methyltransferase			map00260; map00270; map01100; map01110	Glycine, serine and threonine metabolism; Cysteine and methionine metabolism; Metabolic pathways; Biosynthesis of secondary metabolites
K00545	COMT	catechol O-methyltransferase			map00140; map00350; map00965; map01100; map04728	Steroid hormone biosynthesis; Tyrosine metabolism; Betalain biosynthesis; Metabolic pathways; Dopaminergic synapse
K00547	mmuM, BHMT2	homocysteine S-methyltransferase			map00270; map01100; map01110	Cysteine and methionine metabolism; Metabolic pathways; Biosynthesis of secondary metabolites
K00548	metH, MTR	5-methyltetrahydrofolate--homocysteine methyltransferase	M00017	Methionine biosynthesis, aspartate => homoserine => methionine	map00270; map00450; map00670; map01100; map01110; map01230	Cysteine and methionine metabolism; Selenocompound metabolism; One carbon pool by folate; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of amino acids
K00549	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	M00017	Methionine biosynthesis, aspartate => homoserine => methionine	map00270; map00450; map01100; map01110; map01230	Cysteine and methionine metabolism; Selenocompound metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of amino acids
K00550	PLMT	phosphatidyl-N-methylethanolamine N-methyltransferase	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	map00564; map01100; map01110	Glycerophospholipid metabolism; Metabolic pathways; Biosynthesis of secondary metabolites
K00551	PEMT	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	map00564; map01100; map01110	Glycerophospholipid metabolism; Metabolic pathways; Biosynthesis of secondary metabolites
K00554	trmD	tRNA (guanine37-N1)-methyltransferase				
K00555	TRMT1, trm1	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase				
K00556	trmH	tRNA (guanosine-2'-O-)-methyltransferase				
K00557	trmA	tRNA (uracil-5-)-methyltransferase				
K00558	DNMT1, dcm	DNA (cytosine-5)-methyltransferase 1	M00035	Methionine degradation	map00270; map01100; map05206	Cysteine and methionine metabolism; Metabolic pathways; MicroRNAs in cancer
K00559	SMT1, ERG6	sterol 24-C-methyltransferase	M00102; M00917	Ergocalciferol biosynthesis, squalene 2,3-epoxide => ergosterol/ergocalciferol; Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol	map00100; map01100; map01110	Steroid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
K00560	thyA, TYMS	thymidylate synthase	M00938	Pyrimidine deoxyribonuleotide biosynthesis, UDP => dTTP	map00240; map00670; map01100; map01523	Pyrimidine metabolism; One carbon pool by folate; Metabolic pathways; Antifolate resistance
K00561	ermC, ermA	23S rRNA (adenine-N6)-dimethyltransferase				
K00563	rlmA1	23S rRNA (guanine745-N1)-methyltransferase				
K00564	rsmC	16S rRNA (guanine1207-N2)-methyltransferase				
K00565	RNMT	mRNA (guanine-N7-)-methyltransferase			map03015	mRNA surveillance pathway
K00566	mnmA, trmU	tRNA-uridine 2-sulfurtransferase			map04122	Sulfur relay system
K00567	ogt, MGMT	methylated-DNA-[protein]-cysteine S-methyltransferase				
K00568	ubiG	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	map00130; map01100; map01110; map01240	Ubiquinone and other terpenoid-quinone biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of cofactors
K00569	TPMT, tpmT	thiopurine S-methyltransferase			map00983	Drug metabolism - other enzymes
K00570	pmtA	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	map00564; map01100; map01110	Glycerophospholipid metabolism; Metabolic pathways; Biosynthesis of secondary metabolites
K00571	E2.1.1.72	site-specific DNA-methyltransferase (adenine-specific)				
